freq,unit,age,geo,flags,TIME_PERIOD,values
A,NR,Y25-29,SE,,1994,7602
A,NR,Y25-29,SE,,1995,7407
A,NR,Y25-29,SE,,1996,7421
A,NR,Y25-29,SE,,1997,7007
A,NR,Y25-29,SE,,1998,6765
A,NR,Y25-29,SE,,1999,6573
A,NR,Y25-29,SE,,2000,6559
A,NR,Y25-29,SE,,2001,6587
A,NR,Y25-29,SE,,2002,6416
A,NR,Y25-29,SE,,2003,6543
A,NR,Y25-29,SE,,2004,6519
A,NR,Y25-29,SE,,2005,6514
A,NR,Y25-29,SE,,2006,6740
A,NR,Y25-29,SE,,2008,7274
A,NR,Y25-29,SE,,2009,7282
A,NR,Y25-29,SE,,2010,7495
A,NR,Y25-29,SI,,1995,2261
A,NR,Y25-29,SI,,1996,1949
A,NR,Y25-29,SI,,1997,1983
A,NR,Y25-29,SI,,1998,1721
A,NR,Y25-29,SI,,1999,1676
A,NR,Y25-29,SI,,2000,1623
A,NR,Y25-29,SI,,2001,1557
A,NR,Y25-29,SI,,2002,1471
A,NR,Y25-29,SI,,2003,1494
A,NR,Y25-29,SI,,2004,1387
A,NR,Y25-29,SI,,2005,1248
A,NR,Y25-29,SI,,2006,1243
A,NR,Y25-29,SI,,2007,1111
A,NR,Y25-29,SI,,2008,1081
A,NR,Y25-29,SI,,2009,1058
A,NR,Y25-29,SI,,2010,898
A,NR,Y25-29,SI,,2012,855
A,NR,Y25-29,SI,,2013,883
A,NR,Y25-29,SI,,2015,740
A,NR,Y25-29,SI,,2016,757
A,NR,Y25-29,SI,,2017,667
A,NR,Y25-29,SI,,2018,706
A,NR,Y25-29,SI,,2019,625
A,NR,Y25-29,SI,,2020,520
A,NR,Y25-29,SI,,2022,538
A,NR,Y25-29,SK,,1996,5636
A,NR,Y25-29,SK,,1999,4450
A,NR,Y25-29,SK,,2000,4653
A,NR,Y25-29,SK,,2001,4575
A,NR,Y25-29,SK,,2002,4350
A,NR,Y25-29,SK,,2003,4101
A,NR,Y25-29,SK,,2004,3844
A,NR,Y25-29,SK,,2005,3578
A,NR,Y25-29,SK,,2006,3434
A,NR,Y25-29,SK,,2007,3055
A,NR,Y25-29,SK,,2008,3000
A,NR,Y25-29,SK,,2009,3005
A,NR,Y25-29,SK,,2010,2818
A,NR,Y25-29,SK,,2011,2664
A,NR,Y25-29,SK,,2012,2503
A,NR,Y25-29,SK,,2013,2406
A,NR,Y25-29,SK,,2014,2309
A,NR,Y25-29,SK,,2015,2180
A,NR,Y25-29,SK,,2016,1998
A,NR,Y25-29,SK,,2017,2009
A,NR,Y25-29,SK,,2018,2067
A,NR,Y25-29,SK,,2019,1439
A,NR,Y25-29,SK,,2020,1346
A,NR,Y25-29,SK,,2021,1127
A,NR,Y25-29,SK,,2022,1298
A,NR,Y25-29,SK,,2023,1269
A,NR,Y25-29,UA,,2023,0
A,NR,Y25-29,UK,,1992,40710
A,NR,Y25-29,UK,,1995,41733
A,NR,Y25-29,UK,,1996,44105
A,NR,Y25-29,UK,,1997,44999
A,NR,Y25-29,UK,,1998,45414
A,NR,Y25-29,UK,,1999,41046
A,NR,Y25-29,UK,,2000,39403
A,NR,Y25-29,UK,,2001,38899
A,NR,Y25-29,UK,,2002,37967
A,NR,Y25-29,UK,,2003,38252
A,NR,Y25-29,UK,,2004,39559
A,NR,Y25-29,UK,,2005,40674
A,NR,Y25-29,UK,,2006,42843
A,NR,Y25-29,UK,,2007,44451
A,NR,Y25-29,UK,,2008,44655
A,NR,Y25-29,UK,,2009,43348
A,NR,Y25-29,UK,,2010,43410
A,NR,Y25-29,UK,,2011,45017
A,NR,Y25-29,UK,,2012,44612
A,NR,Y25-29,UK,p,2015,48110
A,NR,Y25-29,UK,,2016,49248
A,NR,Y30-34,AL,,2017,241
A,NR,Y30-34,AL,,2018,230
A,NR,Y30-34,AL,,2019,218
A,NR,Y30-34,AL,,2020,204
A,NR,Y30-34,AL,,2022,151
A,NR,Y30-34,AL,,2023,151
A,NR,Y30-34,AM,,2014,9251
A,NR,Y30-34,AM,,2016,8112
A,NR,Y30-34,AM,,2017,7455
A,NR,Y30-34,AM,,2018,7558
A,NR,Y30-34,AM,,2022,6475
A,NR,Y30-34,AM,,2023,5762
A,NR,Y30-34,AZ,,2006,4895
A,NR,Y30-34,AZ,,2007,5438
A,NR,Y30-34,AZ,,2010,6632
A,NR,Y30-34,AZ,,2012,7701
A,NR,Y30-34,AZ,,2013,7849
A,NR,Y30-34,AZ,,2014,7756
A,NR,Y30-34,AZ,,2015,7362
A,NR,Y30-34,AZ,,2016,8930
A,NR,Y30-34,AZ,,2017,8930
A,NR,Y30-34,AZ,,2018,10293
A,NR,Y30-34,BE,,1998,2324
A,NR,Y30-34,BE,,1999,2387
A,NR,Y30-34,BE,,2000,2661
A,NR,Y30-34,BE,,2001,2822
A,NR,Y30-34,BE,,2002,2904
A,NR,Y30-34,BE,,2003,3001
A,NR,Y30-34,BE,,2004,3131
A,NR,Y30-34,BE,,2005,3093
A,NR,Y30-34,BE,,2007,3369
A,NR,Y30-34,BE,,2008,3374
A,NR,Y30-34,BE,,2009,3612
A,NR,Y30-34,BE,,2010,3651
A,NR,Y30-34,BE,,2011,3745
A,NR,Y30-34,BG,,1995,18396
A,NR,Y30-34,BG,,1996,18792
A,NR,Y30-34,BG,,1999,13250
A,NR,Y30-34,BG,,2000,12865
A,NR,Y30-34,BG,,2001,10786
A,NR,Y30-34,BG,,2002,10706
A,NR,Y30-34,BG,,2003,9868
A,NR,Y30-34,BG,,2004,9515
A,NR,Y30-34,BG,,2005,8805
A,NR,Y30-34,BG,,2006,8015
A,NR,Y30-34,BG,,2007,8414
A,NR,Y30-34,BG,,2008,8543
A,NR,Y30-34,BG,,2009,7982
A,NR,Y30-34,BG,,2010,7451
A,NR,Y30-34,BG,,2011,7410
A,NR,Y30-34,BG,,2012,7245
A,NR,Y30-34,BG,,2013,6760
A,NR,Y30-34,BG,,2014,6228
A,NR,Y30-34,BG,,2015,6157
A,NR,Y30-34,BG,,2016,6167
A,NR,Y30-34,BG,,2017,5640
A,NR,Y30-34,BG,,2018,5632
A,NR,Y30-34,BG,,2019,5571
A,NR,Y30-34,BG,,2020,4879
A,NR,Y30-34,BG,,2021,5124
A,NR,Y30-34,BY,,2006,11510
A,NR,Y30-34,BY,,2007,9210
A,NR,Y30-34,BY,,2008,8545
A,NR,Y30-34,BY,,2009,7373
A,NR,Y30-34,BY,,2011,7740
A,NR,Y30-34,BY,,2012,6803
A,NR,Y30-34,BY,,2013,7885
A,NR,Y30-34,BY,,2014,7937
A,NR,Y30-34,BY,,2015,8478
A,NR,Y30-34,BY,,2016,8192
A,NR,Y30-34,BY,,2017,7776
A,NR,Y30-34,BY,,2018,6956
A,NR,Y30-34,CH,,2007,1907
A,NR,Y30-34,CH,,2008,1991
A,NR,Y30-34,CH,,2009,2030
A,NR,Y30-34,CH,,2010,2169
A,NR,Y30-34,CH,,2011,2242
A,NR,Y30-34,CH,,2012,2223
A,NR,Y30-34,CH,,2013,2201
A,NR,Y30-34,CH,,2014,2175
A,NR,Y30-34,CH,,2015,2144
A,NR,Y30-34,CH,,2016,2253
A,NR,Y30-34,CH,,2017,2287
A,NR,Y30-34,CH,,2018,2418
A,NR,Y30-34,CH,,2019,2103
A,NR,Y30-34,CH,,2020,2545
A,NR,Y30-34,CZ,,1995,10089
A,NR,Y30-34,CZ,,1996,9884
A,NR,Y30-34,CZ,,1997,9407
A,NR,Y30-34,CZ,,1998,8902
A,NR,Y30-34,CZ,,1999,8047
A,NR,Y30-34,CZ,,2000,7254
A,NR,Y30-34,CZ,,2001,6787
A,NR,Y30-34,CZ,,2002,6663
A,NR,Y30-34,CZ,,2003,6509
A,NR,Y30-34,CZ,,2004,6469
A,NR,Y30-34,CZ,,2005,6505
A,NR,Y30-34,CZ,,2006,6312
A,NR,Y30-34,CZ,,2007,6501
A,NR,Y30-34,CZ,,2008,6540
A,NR,Y30-34,CZ,,2009,6198
A,NR,Y30-34,CZ,,2010,5833
A,NR,Y30-34,CZ,,2011,5733
A,NR,Y30-34,CZ,,2012,5359
A,NR,Y30-34,CZ,,2013,5023
A,NR,Y30-34,CZ,,2014,4825
A,NR,Y30-34,CZ,,2015,4457
A,NR,Y30-34,CZ,,2016,4455
A,NR,Y30-34,CZ,,2017,4137
A,NR,Y30-34,CZ,,2018,4135
A,NR,Y30-34,CZ,,2019,4051
A,NR,Y30-34,CZ,,2020,3949
A,NR,Y30-34,CZ,,2022,4267
A,NR,Y30-34,DE,,1992,27145
A,NR,Y30-34,DE,,1993,26694
A,NR,Y30-34,DE,,1994,25384
A,NR,Y30-34,DE,,1995,24485
A,NR,Y30-34,DE,,1996,32109
A,NR,Y30-34,DE,,1997,31827
A,NR,Y30-34,DE,,1999,30611
A,NR,Y30-34,DE,,2000,30361
A,NR,Y30-34,DE,,2001,29053
A,NR,Y30-34,DE,,2002,27068
A,NR,Y30-34,DE,,2003,25259
A,NR,Y30-34,DE,,2004,24213
A,NR,Y30-34,DE,,2005,22790
A,NR,Y30-34,DE,,2006,21580
A,NR,Y30-34,DE,,2007,20801
A,NR,Y30-34,DE,,2008,20915
A,NR,Y30-34,DE,,2009,21060
A,NR,Y30-34,DE,,2010,21438
A,NR,Y30-34,DE,,2011,21886
A,NR,Y30-34,DE,,2012,22199
A,NR,Y30-34,DE,,2014,21706
A,NR,Y30-34,DE,,2015,21835
A,NR,Y30-34,DE,,2016,22341
A,NR,Y30-34,DE,,2017,23127
A,NR,Y30-34,DE,,2018,23773
A,NR,Y30-34,DE,,2020,24370
A,NR,Y30-34,DE,,2022,25195
A,NR,Y30-34,DE,,2023,25035
A,NR,Y30-34,DE_TOT,,1999,30611
A,NR,Y30-34,DE_TOT,,2000,30361
A,NR,Y30-34,DE_TOT,,2001,29053
A,NR,Y30-34,DE_TOT,,2002,27068
A,NR,Y30-34,DE_TOT,,2003,25259
A,NR,Y30-34,DE_TOT,,2004,24213
A,NR,Y30-34,DE_TOT,,2005,22790
A,NR,Y30-34,DE_TOT,,2006,21580
A,NR,Y30-34,DE_TOT,,2007,20801
A,NR,Y30-34,DE_TOT,,2008,20915
A,NR,Y30-34,DE_TOT,,2009,21060
A,NR,Y30-34,DE_TOT,,2010,21438
A,NR,Y30-34,DE_TOT,,2011,21886
A,NR,Y30-34,DE_TOT,,2012,22199
A,NR,Y30-34,DE_TOT,,2013,21785
A,NR,Y30-34,DE_TOT,,2014,21706
A,NR,Y30-34,DE_TOT,,2015,21835
A,NR,Y30-34,DE_TOT,,2016,22341
A,NR,Y30-34,DE_TOT,,2017,23127
A,NR,Y30-34,DE_TOT,,2018,23773
A,NR,Y30-34,DE_TOT,,2023,25035
A,NR,Y30-34,DK,,1992,3381
A,NR,Y30-34,DK,,1994,3481
A,NR,Y30-34,DK,,1995,3768
A,NR,Y30-34,DK,,1996,3988
A,NR,Y30-34,DK,,1997,3854
A,NR,Y30-34,DK,,1998,3746
A,NR,Y30-34,DK,,1999,3793
A,NR,Y30-34,DK,,2000,3546
A,NR,Y30-34,DK,,2001,3291
A,NR,Y30-34,DK,,2002,3159
A,NR,Y30-34,DK,,2003,3259
A,NR,Y30-34,DK,,2004,3139
A,NR,Y30-34,DK,,2005,3107
A,NR,Y30-34,DK,,2006,2973
A,NR,Y30-34,DK,,2013,2541
A,NR,Y30-34,DK,,2014,2609
A,NR,Y30-34,EE,,1995,3221
A,NR,Y30-34,EE,,1996,3171
A,NR,Y30-34,EE,,1997,3054
A,NR,Y30-34,EE,,1998,2824
A,NR,Y30-34,EE,,1999,2793
A,NR,Y30-34,EE,,2007,1624
A,NR,Y30-34,EE,,2008,1651
A,NR,Y30-34,EE,,2009,1387
A,NR,Y30-34,EE,,2010,1351
A,NR,Y30-34,EE,,2011,1317
A,NR,Y30-34,EE,,2012,1248
A,NR,Y30-34,EE,,2013,1179
A,NR,Y30-34,EE,,2014,1126
A,NR,Y30-34,EE,,2015,1001
A,NR,Y30-34,EE,,2016,974
A,NR,Y30-34,EE,,2017,902
A,NR,Y30-34,EE,,2018,920
A,NR,Y30-34,EE,,2019,909
A,NR,Y30-34,EE,,2020,864
A,NR,Y30-34,EE,,2021,822
A,NR,Y30-34,EE,,2022,891
A,NR,Y30-34,EL,,1991,4450
A,NR,Y30-34,EL,,1992,4903
A,NR,Y30-34,EL,,1993,5053
A,NR,Y30-34,EL,,1994,5210
A,NR,Y30-34,EL,,1995,5630
A,NR,Y30-34,EL,,1996,5313
A,NR,Y30-34,EL,,1999,5158
A,NR,Y30-34,EL,,2000,8255
A,NR,Y30-34,EL,,2001,10794
A,NR,Y30-34,EL,,2002,7320
A,NR,Y30-34,EL,,2003,7557
A,NR,Y30-34,ES,,1990,6668
A,NR,Y30-34,ES,,1991,7417
A,NR,Y30-34,ES,,1992,8001
A,NR,Y30-34,ES,,1993,7976
A,NR,Y30-34,ES,,1994,8613
A,NR,Y30-34,ES,,1995,8613
A,NR,Y30-34,ES,,1996,9119
A,NR,Y30-34,ES,,1997,8760
A,NR,Y30-34,ES,,1998,9526
A,NR,Y30-34,ES,,1999,10144
A,NR,Y30-34,ES,,2000,10979
A,NR,Y30-34,ES,,2001,12330
A,NR,Y30-34,ES,,2002,13620
A,NR,Y30-34,ES,,2003,14113
A,NR,Y30-34,ES,,2004,15212
A,NR,Y30-34,ES,,2005,16451
A,NR,Y30-34,ES,,2006,18736
A,NR,Y30-34,ES,,2007,21240
A,NR,Y30-34,ES,,2008,22745
A,NR,Y30-34,ES,,2009,22747
A,NR,Y30-34,ES,,2010,23766
A,NR,Y30-34,ES,,2011,25266
A,NR,Y30-34,ES,,2012,24298
A,NR,Y30-34,ES,,2013,23647
A,NR,Y30-34,ES,,2015,20473
A,NR,Y30-34,ES,,2017,19551
A,NR,Y30-34,ES,,2018,19856
A,NR,Y30-34,ES,,2019,20392
A,NR,Y30-34,ES,,2020,18569
A,NR,Y30-34,ES,,2021,18641
A,NR,Y30-34,ES,,2022,19860
A,NR,Y30-34,ES,,2023,20059
A,NR,Y30-34,FI,,1982,2062
A,NR,Y30-34,FI,,1983,1899
A,NR,Y30-34,FI,,1984,1983
A,NR,Y30-34,FI,,1985,1971
A,NR,Y30-34,FI,,1986,2020
A,NR,Y30-34,FI,,1987,1860
A,NR,Y30-34,FI,,1988,1576
A,NR,Y30-34,FI,,1989,1796
A,NR,Y30-34,FI,,1990,1866
A,NR,Y30-34,FI,,1991,1869
A,NR,Y30-34,FI,,1993,1822
A,NR,Y30-34,FI,,1995,1840
A,NR,Y30-34,FI,,1996,2076
A,NR,Y30-34,FI,,1997,2044
A,NR,Y30-34,FI,,1998,2166
A,NR,Y30-34,FI,,1999,1930
A,NR,Y30-34,FI,,2000,1933
A,NR,Y30-34,FI,,2001,1791
A,NR,Y30-34,FI,,2002,1722
A,NR,Y30-34,FI,,2003,1642
A,NR,Y30-34,FI,,2004,1591
A,NR,Y30-34,FI,,2005,1553
A,NR,Y30-34,FI,,2006,1511
A,NR,Y30-34,FI,,2007,1586
A,NR,Y30-34,FI,,2008,1580
A,NR,Y30-34,FI,,2009,1718
A,NR,Y30-34,FI,,2010,1620
A,NR,Y30-34,FI,,2011,1709
A,NR,Y30-34,FI,,2012,1620
A,NR,Y30-34,FI,,2013,1674
A,NR,Y30-34,FI,,2014,1695
A,NR,Y30-34,FI,,2015,1778
A,NR,Y30-34,FI,,2016,1781
A,NR,Y30-34,FI,,2017,1825
A,NR,Y30-34,FI,,2018,1732
A,NR,Y30-34,FI,,2019,1811
A,NR,Y30-34,FI,,2020,1722
A,NR,Y30-34,FI,,2021,1611
A,NR,Y30-34,FI,,2022,1730
A,NR,Y30-34,FI,,2023,1819
A,NR,Y30-34,FR,,1990,41779
A,NR,Y30-34,FR,,1991,42280
A,NR,Y30-34,FR,,1992,40658
A,NR,Y30-34,FR,,1993,40375
A,NR,Y30-34,FR,,1994,40649
A,NR,Y30-34,FR,,1995,38357
A,NR,Y30-34,FR,,1996,40214
A,NR,Y30-34,FR,,1997,40417
A,NR,Y30-34,FR,,1998,41822
A,NR,Y30-34,FR,,1999,40903
A,NR,Y30-34,FR,,2001,41505
A,NR,Y30-34,FR,,2002,42358
A,NR,Y30-34,FR,,2003,41514
A,NR,Y30-34,FR,,2004,42869
A,NR,Y30-34,FR,,2005,40848
A,NR,Y30-34,FR,,2007,40172
A,NR,Y30-34,FR,,2014,44220
A,NR,Y30-34,FR,,2015,43577
A,NR,Y30-34,FR,,2016,43162
A,NR,Y30-34,FR,,2017,44779
A,NR,Y30-34,FR,,2018,47530
A,NR,Y30-34,FR,,2019,50616
A,NR,Y30-34,FR,b,2020,47592
A,NR,Y30-34,FR,,2021,48105
A,NR,Y30-34,FR,p,2022,50923
A,NR,Y30-34,FX,,1990,40262
A,NR,Y30-34,FX,,1991,40529
A,NR,Y30-34,FX,,1992,38875
A,NR,Y30-34,FX,,1993,38355
A,NR,Y30-34,FX,,1994,38553
A,NR,Y30-34,FX,,1995,35866
A,NR,Y30-34,FX,,1996,37464
A,NR,Y30-34,FX,,1997,37651
A,NR,Y30-34,FX,,1998,39116
A,NR,Y30-34,FX,,1999,38087
A,NR,Y30-34,FX,,2001,38748
A,NR,Y30-34,FX,,2002,39632
A,NR,Y30-34,FX,,2003,39100
A,NR,Y30-34,FX,,2004,40512
A,NR,Y30-34,FX,,2005,38552
A,NR,Y30-34,FX,,2007,37864
A,NR,Y30-34,GE,,2006,4041
A,NR,Y30-34,GE,,2007,4653
A,NR,Y30-34,GE,,2008,8080
A,NR,Y30-34,GE,,2009,9243
A,NR,Y30-34,GE,,2010,9262
A,NR,Y30-34,GE,,2011,8562
A,NR,Y30-34,GE,,2013,10007
A,NR,Y30-34,GE,,2015,8962
A,NR,Y30-34,GE,,2016,7708
A,NR,Y30-34,GE,,2017,6625
A,NR,Y30-34,GE,,2018,6114
A,NR,Y30-34,GE,,2020,5326
A,NR,Y30-34,GE,,2021,4892
A,NR,Y30-34,GE,,2022,4749
A,NR,Y30-34,GE,,2023,4336
A,NR,Y30-34,HR,,1997,2388
A,NR,Y30-34,HR,,1998,2061
A,NR,Y30-34,HR,,1999,1847
A,NR,Y30-34,HR,,2000,3312
A,NR,Y30-34,HR,,2001,1470
A,NR,Y30-34,HR,,2002,1335
A,NR,Y30-34,HR,,2003,1255
A,NR,Y30-34,HR,,2004,1128
A,NR,Y30-34,HR,,2005,1901
A,NR,Y30-34,HR,,2006,1002
A,NR,Y30-34,HR,,2007,949
A,NR,Y30-34,HR,,2008,902
A,NR,Y30-34,HR,,2009,923
A,NR,Y30-34,HR,,2010,886
A,NR,Y30-34,HR,,2011,1018
A,NR,Y30-34,HR,,2012,841
A,NR,Y30-34,HR,,2013,736
A,NR,Y30-34,HR,,2014,760
A,NR,Y30-34,HR,,2015,695
A,NR,Y30-34,HR,,2016,628
A,NR,Y30-34,HR,,2017,602
A,NR,Y30-34,HR,,2018,603
A,NR,Y30-34,HR,,2019,615
A,NR,Y30-34,HR,,2020,600
A,NR,Y30-34,HR,,2021,556
A,NR,Y30-34,HR,,2022,674
A,NR,Y30-34,HR,,2023,690
A,NR,Y30-34,HU,,1995,12607
A,NR,Y30-34,HU,,1996,12951
A,NR,Y30-34,HU,,1997,12641
A,NR,Y30-34,HU,,1998,12275
A,NR,Y30-34,HU,,1999,12152
A,NR,Y30-34,HU,,2000,11419
A,NR,Y30-34,HU,,2001,11378
A,NR,Y30-34,HU,,2002,11424
A,NR,Y30-34,HU,,2003,11097
A,NR,Y30-34,HU,,2004,10836
A,NR,Y30-34,HU,,2005,10712
A,NR,Y30-34,HU,,2006,10605
A,NR,Y30-34,HU,,2007,10228
A,NR,Y30-34,HU,,2008,10484
A,NR,Y30-34,HU,,2009,10357
A,NR,Y30-34,HU,,2010,9250
A,NR,Y30-34,HU,,2011,8390
A,NR,Y30-34,HU,,2012,7522
A,NR,Y30-34,HU,,2013,6839
A,NR,Y30-34,HU,,2014,6035
A,NR,Y30-34,HU,,2015,5570
A,NR,Y30-34,HU,,2016,5469
A,NR,Y30-34,HU,,2017,5182
A,NR,Y30-34,HU,,2018,4761
A,NR,Y30-34,HU,,2019,4640
A,NR,Y30-34,HU,,2020,4279
A,NR,Y30-34,HU,,2021,4188
A,NR,Y30-34,HU,,2022,4223
A,NR,Y30-34,HU,,2023,4145
A,NR,Y30-34,IS,,1980,77
A,NR,Y30-34,IS,,1987,99
A,NR,Y30-34,IS,,1988,93
A,NR,Y30-34,IS,,1989,120
A,NR,Y30-34,IS,,1990,107
A,NR,Y30-34,IS,,1991,89
A,NR,Y30-34,IS,,1992,119
A,NR,Y30-34,IS,,1995,115
A,NR,Y30-34,IS,,1996,108
A,NR,Y30-34,IS,,1998,115
A,NR,Y30-34,IS,,1999,126
A,NR,Y30-34,IS,,2000,132
A,NR,Y30-34,IS,,2003,171
A,NR,Y30-34,IS,,2004,126
A,NR,Y30-34,IS,,2006,127
A,NR,Y30-34,IS,,2008,150
A,NR,Y30-34,IS,,2009,152
A,NR,Y30-34,IS,,2011,169
A,NR,Y30-34,IS,,2017,163
A,NR,Y30-34,IS,,2018,164
A,NR,Y30-34,IT,,1980,49158
A,NR,Y30-34,IT,,1981,49917
A,NR,Y30-34,IT,,1982,51131
A,NR,Y30-34,IT,,1983,49773
A,NR,Y30-34,IT,,1984,48247
A,NR,Y30-34,IT,,1985,44750
A,NR,Y30-34,IT,,1986,42087
A,NR,Y30-34,IT,,1987,41177
A,NR,Y30-34,IT,,1988,38401
A,NR,Y30-34,IT,,1989,37205
A,NR,Y30-34,IT,,1990,36515
A,NR,Y30-34,IT,,1991,35122
A,NR,Y30-34,IT,,1992,33644
A,NR,Y30-34,IT,,1993,32988
A,NR,Y30-34,IT,,1994,31541
A,NR,Y30-34,IT,,1995,30962
A,NR,Y30-34,IT,,1996,31678
A,NR,Y30-34,IT,,1997,31738
A,NR,Y30-34,IT,,1998,30952
A,NR,Y30-34,IT,,1999,30961
A,NR,Y30-34,IT,,2000,30961
A,NR,Y30-34,IT,,2001,29449
A,NR,Y30-34,IT,,2002,29117
A,NR,Y30-34,IT,,2003,27794
A,NR,Y30-34,IT,,2004,31112
A,NR,Y30-34,IT,,2005,29310
A,NR,Y30-34,IT,,2006,28387
A,NR,Y30-34,IT,,2007,28526
A,NR,Y30-34,IT,,2008,27029
A,NR,Y30-34,IT,,2009,25699
A,NR,Y30-34,IT,,2010,24807
A,NR,Y30-34,IT,,2011,23949
A,NR,Y30-34,IT,,2012,22214
A,NR,Y30-34,IT,,2013,21505
A,NR,Y30-34,IT,,2014,20493
A,NR,Y30-34,IT,,2016,18188
A,NR,Y30-34,IT,,2017,17232
A,NR,Y30-34,IT,p,2018,16722
A,NR,Y30-34,IT,,2020,15155
A,NR,Y30-34,IT,,2021,14517
A,NR,Y30-34,IT,,2022,15096
A,NR,Y30-34,LT,,2000,3651
A,NR,Y30-34,LT,,2001,3242
A,NR,Y30-34,LT,,2002,2843
A,NR,Y30-34,LT,,2003,2639
A,NR,Y30-34,LT,,2004,2326
A,NR,Y30-34,LT,,2005,2112
A,NR,Y30-34,LT,,2006,1945
A,NR,Y30-34,LT,,2007,2005
A,NR,Y30-34,LT,,2008,1917
A,NR,Y30-34,LT,,2009,1732
A,NR,Y30-34,LT,,2010,1494
A,NR,Y30-34,LT,,2011,1379
A,NR,Y30-34,LT,,2012,1281
A,NR,Y30-34,LT,,2013,1142
A,NR,Y30-34,LT,,2014,1070
A,NR,Y30-34,LT,,2015,1017
A,NR,Y30-34,LT,,2016,1040
A,NR,Y30-34,LT,,2017,987
A,NR,Y30-34,LT,,2018,816
A,NR,Y30-34,LT,,2019,771
A,NR,Y30-34,LT,,2020,634
A,NR,Y30-34,LT,,2021,670
A,NR,Y30-34,LT,,2022,855
A,NR,Y30-34,LT,,2023,728
A,NR,Y30-34,LV,,1999,3678
A,NR,Y30-34,LV,,2000,3510
A,NR,Y30-34,LV,,2001,3318
A,NR,Y30-34,LV,,2002,2985
A,NR,Y30-34,LV,,2003,3030
A,NR,Y30-34,LV,,2004,2793
A,NR,Y30-34,LV,,2005,2517
A,NR,Y30-34,LV,,2006,2378
A,NR,Y30-34,LV,,2007,2272
A,NR,Y30-34,LV,,2008,2127
A,NR,Y30-34,LV,,2009,1794
A,NR,Y30-34,LV,,2010,1485
A,NR,Y30-34,LV,,2011,1384
A,NR,Y30-34,LV,,2012,1393
A,NR,Y30-34,LV,,2013,1133
A,NR,Y30-34,LV,,2014,1197
A,NR,Y30-34,LV,,2015,1123
A,NR,Y30-34,LV,,2016,990
A,NR,Y30-34,LV,,2017,938
A,NR,Y30-34,LV,,2018,873
A,NR,Y30-34,LV,,2019,827
A,NR,Y30-34,LV,,2020,760
A,NR,Y30-34,ME,,2016,363
A,NR,Y30-34,ME,,2017,315
A,NR,Y30-34,NO,,1991,2318
A,NR,Y30-34,NO,,1992,2239
A,NR,Y30-34,NO,,1999,2645
A,NR,Y30-34,NO,,2000,2613
A,NR,Y30-34,NO,,2001,2558
A,NR,Y30-34,NO,,2002,2499
A,NR,Y30-34,NO,,2003,2620
A,NR,Y30-34,NO,,2004,2703
A,NR,Y30-34,NO,,2005,2526
A,NR,Y30-34,NO,,2006,2495
A,NR,Y30-34,PL,,2003,31
A,NR,Y30-34,PL,,2004,46
A,NR,Y30-34,PL,,2005,65
A,NR,Y30-34,PL,,2006,72
A,NR,Y30-34,PL,,2007,97
A,NR,Y30-34,PL,,2008,130
A,NR,Y30-34,PL,,2010,174
A,NR,Y30-34,PL,,2011,179
A,NR,Y30-34,PL,,2012,217
A,NR,Y30-34,PL,,2013,218
A,NR,Y30-34,PL,,2014,256
A,NR,Y30-34,PL,,2015,311
A,NR,Y30-34,PL,,2016,315
A,NR,Y30-34,PL,,2017,226
A,NR,Y30-34,PL,,2018,283
A,NR,Y30-34,PL,,2019,337
A,NR,Y30-34,PT,,2008,4057
A,NR,Y30-34,PT,,2009,4221
A,NR,Y30-34,PT,,2010,4179
A,NR,Y30-34,PT,,2011,4229
A,NR,Y30-34,PT,,2012,3924
A,NR,Y30-34,PT,,2014,3352
A,NR,Y30-34,PT,,2015,3232
A,NR,Y30-34,PT,p,2016,3109
A,NR,Y30-34,PT,,2017,2937
A,NR,Y30-34,PT,,2018,2914
A,NR,Y30-34,PT,,2019,2933
A,NR,Y30-34,PT,,2020,2804
A,NR,Y30-34,PT,,2022,3182
A,NR,Y30-34,RO,,1995,94071
A,NR,Y30-34,RO,,1996,82260
A,NR,Y30-34,RO,,1997,67254
A,NR,Y30-34,RO,,1998,57533
A,NR,Y30-34,RO,,1999,58196
A,NR,Y30-34,RO,,2000,61208
A,NR,Y30-34,RO,,2001,48072
A,NR,Y30-34,RO,,2002,60604
A,NR,Y30-34,RO,,2003,52343
A,NR,Y30-34,RO,,2004,42023
A,NR,Y30-34,RO,,2005,35581
A,NR,Y30-34,RO,,2006,32951
A,NR,Y30-34,RO,,2008,28796
A,NR,Y30-34,RO,,2009,26220
A,NR,Y30-34,RO,,2010,23238
A,NR,Y30-34,RO,,2011,23241
A,NR,Y30-34,RO,,2012,19635
A,NR,Y30-34,RO,,2013,18584
A,NR,Y30-34,RO,,2014,16656
A,NR,Y30-34,RO,,2015,14808
A,NR,Y30-34,RO,,2016,13395
A,NR,Y30-34,RO,,2017,12349
A,NR,Y30-34,RO,,2018,11839
A,NR,Y30-34,RO,,2019,11038
A,NR,Y30-34,RO,,2020,7660
A,NR,Y30-34,RO,,2021,6937
A,NR,Y30-34,RO,,2022,6502
A,NR,Y30-34,RO,,2023,6387
A,NR,Y30-34,RS,,2007,6318
A,NR,Y30-34,RS,,2008,5953
A,NR,Y30-34,RS,,2017,2588
A,NR,Y30-34,RS,,2018,2624
